x,y,HT
-121.13778096477034,42.86714111309183,55.0032826
-121.1369489843288,42.867149772161184,37.19488308
-121.13912664162243,42.86711809067804,53.7893718
-121.13907770163387,42.86711860081297,60.331366759999995
-121.13830689670228,42.86712663254787,51.58464732
-121.13944457813308,42.86710577258106,54.081366560000006
-121.13704651833375,42.867130750397806,76.6732308
-121.1398848644144,42.86709217741387,74.51771892000001
-121.13857572017729,42.86710582505921,63.08727236
-121.13793950033002,42.867112451897164,40.328085279999996
-121.1373155153414,42.86711894769832,19.9146988
-121.13689952527285,42.86712327625306,19.1437014
-121.13926070648678,42.867089682636426,55.610237999999995
-121.13883248177376,42.867094146099724,16.03018424
-121.13879577679536,42.867094528604184,15.508530680000002
-121.13829414204288,42.867099754930045,46.935697039999994
-121.13764568723155,42.867106507500225,60.14435888
-121.1374009872643,42.86710905464001,20.4724416
-121.13703393727386,42.867112874322366,79.50131488
-121.13976216762553,42.86707545018871,64.95735116
-121.13952970286581,42.8670778744865,68.40879484
-121.13939511799623,42.86707927780134,55.86942436
-121.13868548857822,42.86708667435687,47.07677316
-121.13819608887626,42.867091772744914,64.85892596
-121.13813491390758,42.86709240988931,75.38057984
-121.13798809397738,42.86709393889623,30.082021960000002
-121.13782903904442,42.86709559509775,72.9330732
-121.13775562907237,42.867096359420344,69.21588148000001
-121.13995775393583,42.86706440660621,108.04790372
-121.13747405106717,42.86709028717824,54.06168152000001
-121.13733946612062,42.86709168796157,31.794620440000003
-121.13715594118322,42.867093597853525,49.86220632
-121.13694794623986,42.86709576202522,69.60958228
-121.13685006626125,42.86709678032199,9.9573494
-121.13675218627927,42.86709779853108,42.66076252
-121.13895431173852,42.86706586593619,42.28346592
-121.13726588308405,42.86708345026623,37.450788599999996
-121.13711906315363,42.86708497810561,40.62336088
-121.13771840468992,42.867069736497854,64.26509392
-121.13758381979592,42.867071137582144,60.04593368
-121.13989605862494,42.867038039680985,90.83005539999999
-121.13907631492512,42.8670465873227,10.22637828
-121.13841562580069,42.86705347199176,19.288058359999997
-121.13779164148644,42.86705997051172,55.24278392
-121.13672719734001,42.86707104799964,37.62467312
-121.13999376497591,42.86702801697083,94.3897668
-121.13978577036704,42.86703018654358,65.55446404
-121.13944319097804,42.86703375909456,15.92519736
-121.13878250203958,42.867040645981646,40.96784908
-121.13831757269438,42.867045489915256,47.92651072
-121.13818298786974,42.86704689173745,70.0131256
-121.1374978286635,42.867054025717046,70.59711512
-121.13713077902078,42.86705784572479,36.74212716
-121.13972442204225,42.86702182289216,65.80380788
-121.13946748753791,42.867024502261856,16.76837324
-121.13913714314101,42.86702794627813,69.52099960000001
-121.13848868921305,42.86703470385069,46.7191616
-121.13726519083247,42.86704744350901,68.4547266
-121.13990777320912,42.867010907001266,87.08005528000001
-121.13963860378618,42.86701371439656,75.78084231999999
-121.13796241180509,42.86703118189393,45.14107756
-121.13735066266045,42.867037550489385,47.828085519999995
-121.13720384284613,42.86703907844274,43.92388592
-121.13713043293613,42.86703984234547,38.12007996
-121.13700808308194,42.86704111540707,70.26575028
-121.13689796820861,42.86704226104539,50.47244256
-121.13677561834443,42.867043533846775,43.99278356
-121.13995653962924,42.86700139480897,97.47703724
-121.13955278555366,42.867005605833505,54.63254768
-121.13936926095484,42.86700751944242,40.64304592
-121.13919797131855,42.867009305199396,82.32611812
-121.13834152298212,42.867018229957075,58.681104239999996
-121.13769306906983,42.86702498280888,71.24015976
-121.1392834427682,42.866999410667844,45.728347920000004
-121.13873286896768,42.86700514921316,22.12270412
-121.13841475961202,42.867008463552914,40.56430576
-121.13803547533371,42.86701241405542,37.62467312
-121.13777854079382,42.86701508945444,62.69029072
-121.13758278112876,42.86701712744826,44.51115628
-121.13705667696215,42.867022602819056,74.07808636
-121.13666515751915,42.867026675869845,14.83595848
-121.13880610551676,42.86699538254663,16.4534126
-121.13807200708064,42.867003030117736,40.24606428
-121.13799859722656,42.867003794603654,38.5662742
-121.13783954253627,42.86700545082062,15.298556920000001
-121.13736237841199,42.86701041808254,63.21522512
-121.13716661874807,42.86701245533085,44.3077442
-121.13941768067838,42.86698000411733,29.429134800000003
-121.139050631619,42.86698383057336,25.498688480000002
-121.13889157701185,42.86698548832148,46.935697039999994
-121.13865911256997,42.86698791076765,53.33989672
-121.13796171913017,42.86699517513934,42.21128744
-121.13684833626618,42.86700676342115,68.76968724
-121.13993137581348,42.86696564332198,90.15420236
-121.1387568190477,42.86697788916294,15.43307136
-121.1383163601352,42.866982478098734,12.31627336
-121.13819401042518,42.866983752488096,17.55577484
-121.13671357851608,42.86699916174332,35.67585416
-121.13978438279847,42.866958173056304,24.75721864
-121.13808372249447,42.866975897632685,41.486221799999996
-121.13761879360095,42.866980738593874,44.094489599999996
-121.13710492473541,42.86698608682876,41.6502638
-121.13660329075326,42.86699130539403,58.152889
-121.13842612839125,42.8669633276547,22.13582748
-121.13742286095749,42.866973774611765,66.35826983999999
-121.13690899213474,42.86697912192541,78.36614424
-121.1367744074277,42.866980522013044,25.30183808
-121.13852383486783,42.866953306258075,27.23753368
-121.13826690060674,42.86695598280535,22.95603748
-121.1382424306759,42.86695623768309,23.11679864
-121.13725139829974,42.86696655562804,58.362862760000006
-121.13990621202812,42.86692989182799,79.4291364
-121.1396492779313,42.86693257162529,12.352362600000001
-121.13895188526548,42.86693984231591,44.28149748
-121.13871942100546,42.8669422648905,51.28281004
-121.138572601463,42.86694379468285,35.285434200000005
-121.13736133994809,42.86695640794344,43.40879404
-121.13703099580896,42.86695984559366,29.458662359999998
-121.13983262883542,42.86692165585956,55.90879444
-121.13972251423925,42.866922804344,10.99737568
-121.13911076640491,42.866929182792475,32.78543412
-121.13906182657247,42.86692969292046,44.34383344
-121.1384623135565,42.866935940209196,24.46522388
-121.13815643952002,42.86693912633436,17.53937064
-121.1380707947839,42.86694001829599,26.387796119999997
-121.13789950530389,42.86694180201788,11.292651280000001
-121.1375813962422,42.86694511393212,54.41601223999999
-121.13684729827168,42.86695275327701,25.27231052
-121.13952658154008,42.866915844133146,11.03346492
-121.13945317181303,42.86691660959614,19.9146988
-121.13886589392821,42.866922731525115,51.345146
-121.13880471914156,42.86692336904453,38.46456816
-121.13864566469009,42.86692502643485,53.58924056
-121.13701841479012,42.86694196951353,29.176510120000003
-121.13947746832321,42.86690735276017,20.86942324
-121.13913488962693,42.86691092434514,15.7316278
-121.13853537680889,42.86691717203477,48.07414852
-121.13826620774738,42.86691997605015,26.06299296
-121.13722623613364,42.86693080351696,75.25262708
-121.13651660822583,42.8669381859905,47.51312488
-121.13762981674626,42.86691759939754,39.16338708
-121.13736064763988,42.86692040118253,46.0301852
-121.13726276795852,42.8669214198491,77.03740404
-121.13709147850801,42.86692320230459,25.46259924
-121.13995428449529,42.86688437289003,81.1515774
-121.13906113322956,42.866893686169384,36.8438332
-121.13858397010935,42.866898658765486,41.82742916
-121.13778869806416,42.8669069417959,49.281497640000005
-121.1367487265922,42.86691776471887,80.61680048
-121.13919554432877,42.866883281577856,79.21260095999999
-121.13892637545275,42.86688608721929,64.93438528
-121.13833909781648,42.86689220631755,43.5203426
-121.13787416960159,42.866897048365516,24.91141812
-121.13754382582373,42.86690048756612,30.889108599999997
-121.13879161771058,42.866878488102934,32.621392119999996
-121.13958671581723,42.8668611960869,91.11876932
-121.13925637233918,42.86686464046407,58.5793982
-121.13886485409319,42.86686872139591,26.55183812
-121.13873026968365,42.86687012389225,40.7808412
-121.1383999261059,42.86687356568063,47.1456708
-121.13830204651994,42.86687458527802,40.56102492
-121.13799617279204,42.866877770954844,18.2250662
-121.13787382329166,42.86687904498587,20.64960696
-121.13770253398228,42.866880828399196,43.87139248
-121.14008817494073,42.86684696214022,15.406824639999998
-121.13937854839615,42.86685436319752,88.26115768
-121.1381428189897,42.86686724024727,19.156824760000003
-121.13792258993013,42.86686953369998,23.94685116
-121.13713955313551,42.866877684604496,44.83924028
-121.1369070890456,42.8668801033242,41.26312468
-121.14014917613349,42.8668373222157,29.019029800000002
-121.1398677725739,42.86684025782614,64.90157688
-121.13934167019184,42.86684574419767,89.22572464000001
-121.13913367619995,42.86684791252972,52.74278384
-121.13820382052035,42.86685760140877,40.3871404
-121.13809370601183,42.86685874825209,44.662074919999995
-121.13706597039298,42.86686944677288,47.982285
-121.13660104225285,42.86687428340487,47.24081516
-121.13649092768222,42.866875428633264,13.540026679999999
-121.13636857815428,42.86687670097912,33.15944988
-121.13976971962505,42.86683227705092,62.34580252
-121.13964737025697,42.866833553067536,106.67979344
-121.13908456309588,42.866839420979716,40.49540812
-121.1387175148872,42.86684324631738,63.09711488
-121.13844834617068,42.86684605078153,57.13254776
-121.13827705697415,42.86684783509541,24.86548636
-121.13943920292616,42.86682672029353,16.18110288
-121.13888863074794,42.86683245962454,43.74343972
-121.1388396909936,42.86683296965306,28.9042004
-121.1386194620886,42.866835264510186,68.05774496
-121.13855828738976,42.86683590189175,68.1266426
-121.13782419090057,42.86684354779936,25.83005332
-121.13748161247406,42.866847114202066,47.982285
-121.13702891948994,42.866851825301346,36.54199592
-121.13973266793992,42.86681465649541,75.24606539999999
-121.13737132489268,42.86683925862667,53.25459488
-121.13897392867167,42.86681356364461,39.8950144
-121.13833771201216,42.86682019280258,44.03871532
-121.13921845398959,42.866802011293835,85.23950404
-121.13887587588769,42.8668055820672,39.1076128
-121.13865564708604,42.86680787699731,57.09973936
-121.13741991849342,42.86682074587362,54.796589680000004
-121.14023377960625,42.8667824185046,27.040683280000003
-121.13996461123843,42.866785226703456,38.75656292
-121.13847194982593,42.86680078741046,52.18832188
-121.13806819701388,42.86680499295106,39.08792776
-121.13789690792476,42.86680677666917,44.150263880000004
-121.13696705268939,42.86681645502563,31.784777920000003
-121.13991549806713,42.86677673552632,34.18963364
-121.1393159866914,42.866782987498915,64.05512016
-121.13838613206218,42.866792677929716,40.036090519999995
-121.13830048754154,42.866793570071444,57.391734119999995
-121.13760309634873,42.866800832156,76.41404444
-121.13735839764402,42.86680337920114,51.31889928
-121.13674665079009,42.86680974441692,39.606300479999994
-121.13652642189042,42.866812035056356,43.39238984
-121.13903441001769,42.86677691927523,32.86089344
-121.13877747654578,42.866779597023346,39.16666792
-121.13820243488155,42.86678558788969,21.58464636
-121.138129025299,42.86678635246337,11.922572559999999
-121.13795773626569,42.86678813627685,59.32414888
-121.13773750749341,42.866790429356804,41.97506696
-121.13768856776392,42.86679093886983,10.695538399999998
-121.13749280883752,42.866792976702925,56.32874196
-121.13741939923662,42.866793740799885,52.47047412
-121.14026996382401,42.866755030455906,23.458006
-121.13996409082031,42.866758221640914,40.4527572
-121.13834908081398,42.866775056904444,50.344489800000005
-121.13703994324078,42.866788686156845,31.456693919999996
-121.13684418429949,42.86679072282807,57.070211799999996
-121.13882606965747,42.866761083643944,49.84252128
-121.13729670376392,42.86677701080205,34.52099848
-121.13721105924955,42.8667779020901,88.32349364
-121.1367338969079,42.86678286660905,53.42519856
-121.14009832795992,42.86673881424997,24.5078748
-121.14003715337674,42.86673945245941,30.9875338
-121.13931529319552,42.866746980744466,47.99212752
-121.13907059478734,42.86674953162348,69.97047468000001
-121.13892377573228,42.866751061887854,55.65616976
-121.13866684236768,42.86675373937589,81.66995012
-121.13849555344501,42.866755524032385,65.80708872
-121.13820191526784,42.866758582818804,23.845145119999998
-121.13679489858109,42.86677322855619,30.94816372
-121.13955981817156,42.86673542762928,68.36942476
-121.14011021588679,42.86672068322871,29.02231064
-121.13995116201686,42.86672234251932,41.21719292
-121.13844626726761,42.86673803050464,59.02887328
-121.13805474980369,42.86674210853473,45.50196996
-121.137920165663,42.86674351003365,47.46063144
-121.13760205766876,42.86674682200859,75.66273208
-121.13675784781906,42.86675560699118,7.004593399999999
-121.13938818255902,42.866719210307686,27.92651008
-121.13873973204389,42.86672596937179,49.0321538
-121.13862961779076,42.86672711675522,91.7650948
-121.13789552266074,42.86673476314274,49.29790184
-121.13752847502458,42.86673858448736,73.41207584
-121.13692896378357,42.86674482336581,42.5360906
-121.1392167203993,42.86671199440567,64.83267923999999
-121.1388863777329,42.86671543766495,31.145014120000003
-121.13823792720181,42.866722193751635,7.3982942
-121.1378219399907,42.86672652581906,54.34383376
-121.14030545391034,42.86669163564458,35.94488304
-121.14015863503096,42.86669316756796,42.519686400000005
-121.14003628595897,42.866694444020126,36.27296704
-121.13973041325593,42.86669763455126,76.45341452
-121.1384946871999,42.86671051558156,63.60564508
-121.13802976042568,42.86671535829224,39.07808524
-121.13697755744519,42.866726310807756,51.0334662
-121.13991376341694,42.86668671864702,54.166668400000006
-121.13958342093224,42.866690164013406,92.20472735999999
-121.13899614530888,42.86669628664362,95.28543612
-121.13831099026137,42.86670342572347,27.755906400000004
-121.13707526377567,42.86671629070393,61.952101719999995
-121.13692844475158,42.86671781828778,40.72834776
-121.13680609555901,42.86671909112364,27.4442266
-121.1402072276394,42.86667465357301,44.36351848
-121.13884915308127,42.866688815118124,31.41076216
-121.1385555152535,42.86669187485481,35.02952868
-121.13794376968144,42.86669824677225,36.24343948
-121.13785812529085,42.8666991385675,40.34448948
-121.137637896846,42.86670143144688,68.12336176
-121.13733202397765,42.86670461526541,52.14239012
-121.1392649665859,42.86667547745111,68.46456912
-121.13840852309251,42.86668440273663,67.41141948
-121.13832287872894,42.86668529489603,25.754593999999997
-121.13769889828795,42.86669179288872,59.957350999999996
-121.13756431425331,42.86669319394949,83.27428088
-121.13675680991155,42.866701596833444,9.02559084
-121.14032922961091,42.86665537355373,36.16141848
-121.14001112222557,42.8666586925412,15.66929184
-121.1387998668549,42.866671321748754,40.94160236
-121.1380535375307,42.866679096697375,49.5242798
-121.13626724031924,42.8666976848926,42.601707399999995
-121.13977848566964,42.86665211568075,83.54330976
-121.13960719707477,42.866653902079676,95.4396356
-121.13909333122812,42.86665925966564,58.15616984
-121.13872628413783,42.86666308503342,50.898951759999996
-121.13810230397543,42.866669585329554,48.27427976
-121.13700116217798,42.86668104774924,43.667980400000005
-121.13679316867943,42.866683211627205,27.805118999999998
-121.14039005702972,42.866636731804974,43.3727048
-121.13954584916543,42.86664553832498,80.11483196
-121.13799201664258,42.866661730379235,28.5597122
-121.13763720437247,42.86666542467915,64.02231176
-121.13718451279107,42.866670136423714,33.99278324
-121.14014518562408,42.8666302834023,54.69488364
-121.14007177625938,42.86663104928102,36.40420064
-121.13894616576283,42.866642786580435,66.49606512
-121.1388482865681,42.866643806667284,36.81430564
-121.13865252816855,42.86664584657798,7.230971360000001
-121.13848123955785,42.86664763121212,50.13451604
-121.13789396424275,42.86665374791978,28.12007964
-121.13706199067187,42.866662407853326,24.82283544
-121.13695187650454,42.86666355354637,40.8300538
-121.13671941324837,42.86666597186742,7.188320439999999
-121.1364991848829,42.86666826245221,50.0000016
-121.1404508844102,42.86661809002205,42.99868904
-121.13821189851448,42.86664143340352,53.36942428
-121.13773473735758,42.8666464022929,78.12664292
-121.13713522707249,42.86665264230334,46.18438468
-121.13700064311357,42.86665404267001,48.94029028
-121.14038953641872,42.86660972674074,43.33661556
-121.13970438254192,42.8666168745568,92.04068536
-121.13938627532858,42.866620191725595,71.02362432
-121.13870112120946,42.86662733325181,46.67979152
-121.1385665373452,42.86662873554689,43.51050008
-121.13841971857693,42.86663026513429,39.87532936
-121.1380649065222,42.86663396082279,36.354988039999995
-121.13766115481984,42.86663816486028,64.42913592000001
-121.14025477911812,42.866602129426624,40.3215236
-121.14020583956612,42.86660264006701,38.500657399999994
-121.13978985333989,42.86660697962559,68.733598
-121.13925151813304,42.866612593174466,67.74934599999999
-121.13844401513123,42.8666210085256,39.429135120000005
-121.13839507554796,42.86662151835509,39.29462068
-121.13818708230973,42.86662368488606,47.20472592
-121.13810143803074,42.866624576872006,37.08661536
-121.13759980720195,42.86662980001308,46.3746734
-121.13692688765842,42.86663680304973,41.194227039999994
-121.1404014242304,42.86659159568561,41.23359712
-121.14034024980272,42.86659223406475,46.00065764
-121.13826031847671,42.866613918581784,65.91863728
-121.1380033856777,42.866616594510376,34.389764879999994
-121.13768527837057,42.866619906727934,63.628610959999996
-121.13707353344907,42.866626273774585,37.08005368
-121.13881071538529,42.866599180724194,66.19094700000001
-121.13739146774394,42.866613961644795,63.68766608
-121.14007073532854,42.866577039148524,56.55183907999999
-121.13959357484725,42.866582016154176,56.68307268
-121.13819879759568,42.866596552378994,51.01050032
-121.13803974400594,42.86659820888793,45.032809840000006
-121.13800303933012,42.86659859112639,38.63517184
-121.13756258318323,42.86660317702589,53.00525104
-121.13724447592357,42.8666064879604,49.6555134
-121.13720777123746,42.866606869931736,37.52624792
-121.13673061027505,42.86661183443711,9.107611839999999
-121.13953222701439,42.86657365239131,16.12860944
-121.13895718742843,42.86657964723021,58.77952944
-121.13845555705618,42.86658487429947,36.5649618
-121.14027838129388,42.86655686565503,22.227691
-121.13989910003548,42.866560822626994,46.64370228
-121.13910383271602,42.86656911523013,66.74540896
-121.13865114198846,42.86657383305026,56.41076296
-121.13832080006064,42.866577274600424,55.77756084000001
-121.13774576031682,42.866583263065074,29.445539
-121.14057184479783,42.8665447996004,20.485564959999998
-121.14002127535329,42.866550544639026,36.67651036
-121.13969093363525,42.86655399033076,81.76837531999999
-121.13871214313376,42.86656419392539,72.61483172
-121.13841850591746,42.866567253294306,25.88910844
-121.13743971497723,42.86657744549272,6.89304484
-121.13680350068532,42.866584065720716,6.568241679999999
-121.14062061072696,42.86653528710763,17.85761212
-121.14048602711762,42.86653669176662,78.52690539999999
-121.13948276728316,42.86654715763802,47.51968656
-121.13889549306906,42.86655327972814,59.88517252
-121.13824704431649,42.866560035869895,57.844490040000004
-121.13817363501441,42.866560800473714,48.474411
-121.13783105824628,42.86656436797274,62.92323036
-121.1366932136844,42.866576209459076,8.4645672
-121.14029009560744,42.86652973292209,32.536090279999996
-121.14013104225594,42.86653139247477,71.76509415999999
-121.13916448708193,42.86654147247119,40.92519816
-121.13806334787492,42.866552945594606,59.14042184
-121.13792876416477,42.86655434710434,44.18635312
-121.13641163826408,42.86657013447672,53.8713928
-121.13627705447571,42.866571533952374,37.76574924
-121.13984946669613,42.86652532634964,41.77821656
-121.13956806460574,42.86652826118927,42.260500040000004
-121.13718226315314,42.866553114411246,39.07808524
-121.13674180728125,42.866557697002996,6.673228559999999
-121.1393476634852,42.866521555824285,63.0413406
-121.13850345710948,42.86653035429306,47.56561832
-121.13752466679439,42.866540547252654,20.34448884
-121.1370352715104,42.86654564044503,32.45078844
-121.14068109076844,42.866498641817444,39.468505199999996
-121.14060768157404,42.866499408056235,30.81036844
-121.13973900596262,42.866508471471455,38.356300440000005
-121.1396288921337,42.86650961986196,45.23294108
-121.13960442239338,42.86650987504478,43.33005388
-121.13951877830053,42.86651076814149,41.37795408
-121.1382952909777,42.86652351933822,41.41732416
-121.13822188172158,42.86652428397447,62.470474440000004
-121.13774472151042,42.866529252908,43.36614312
-121.13687604502285,42.866538293566336,35.54133972
-121.14055856854773,42.866490917165855,43.98294104
-121.13911485419962,42.86650597585959,37.59514556
-121.13681469761956,42.86652992827764,38.90748156
-121.1397141893555,42.86649072329851,39.05511936
-121.1394450222902,42.866493530218385,55.62664219999999
-121.13877210451527,42.866500544617594,56.020343
-121.13827047479741,42.866505770837755,47.10301988
-121.13795236810115,42.866509083833044,62.53609124
-121.13709592681882,42.8665179988336,26.84711372
-121.1369124036533,42.86651990831764,26.479659639999998
-121.1407539791848,42.86647087046323,32.247376360000004
-121.14070503974567,42.866471381327266,25.06233676
-121.1406561003057,42.866471892169336,37.62139228
-121.13998318292053,42.866478914025784,68.81889984
-121.13960390214213,42.86648286997357,41.6994764
-121.1371446932847,42.866508487891586,48.776248280000004
-121.14043569927185,42.866465188998276,57.070211799999996
-121.14023994151813,42.86646723175273,56.286091039999995
-121.13862493953422,42.86648407109736,68.26771872
-121.13809884020465,42.86648955148781,43.451444959999996
-121.13765838487704,42.86649413777388,55.15420124
-121.13696099713533,42.86650139576306,62.129267080000005
-121.14058234401247,42.866454655013136,8.26115512
-121.13978707821599,42.866462952588996,34.43569664
-121.13954238100298,42.86646550452502,37.549213800000004
-121.13949344155783,42.866466014846466,41.87008008
-121.13786620452652,42.86648297055567,61.32218044
-121.13774385583984,42.866484244441665,51.2795292
-121.14031300362765,42.86644846238167,62.60170804
-121.13965232132713,42.86645535453094,46.60761304
-121.13960338189135,42.86645586490167,40.69553936
-121.13935868469972,42.86645841642636,17.798557
-121.13891822970162,42.86646300779011,57.14239028000001
-121.13884482052862,42.866463772844874,28.95013216
-121.13840436545077,42.86646836213755,40.74475196
-121.13975002675701,42.866445332033294,29.58005344
-121.13907710956649,42.8664523483109,8.182414960000001
-121.13758445631984,42.86646789690116,52.401576479999996
-121.1364343786933,42.866479863056924,64.3536766
-121.13956633049152,42.866438244283565,37.4671928
-121.13951739106915,42.86643875461571,38.7795288
-121.13919928480311,42.86644207124073,65.02952964
-121.13901576194108,42.86644398425706,60.63648488
-121.13873436019627,42.866446916950224,44.39632688
-121.13692360047574,42.866465770860145,36.97834764
-121.13682572153904,42.866466789135735,49.52099896
-121.13676454720192,42.86646742551341,39.08136608
-121.13939486912442,42.86643102865904,32.493439359999996
-121.13862407319463,42.866439062636125,46.272967359999996
-121.13835490631273,42.86644186687117,54.078085720000004
-121.1409118170442,42.86640619818206,60.69225916
-121.13999420344881,42.86641577456127,10.20669324
-121.1394191654443,42.86642177183183,32.60826876
-121.13847708165314,42.86643159060837,72.62467423999999
-121.1374248838026,42.86644254743361,25.8858276
-121.1369232544576,42.86644776747023,38.13648416
-121.13661738286235,42.86645094928936,56.18110416
-121.14085046920731,42.86639783515788,33.98294072
-121.1406180071549,42.866400261772164,54.760500439999994
-121.13992062088334,42.86640753864813,9.19619452
-121.13959027995797,42.866410984036115,34.30446304
-121.13773058217915,42.866430361660505,58.22834832
-121.13653156586037,42.86644283834958,41.00721916
-121.14078912138774,42.86638947209911,28.91732376
-121.14072794717325,42.86639011069545,60.28215416
-121.14011620495583,42.86639649477518,7.5131236
-121.13982256864459,42.86639955791712,23.75000076
-121.13880707616717,42.86641014520068,70.86286316
-121.13841556089811,42.86641422452469,60.72506756
-121.13824427295093,42.86641600878784,59.75065808
-121.13806075013889,42.86641792020047,40.583990799999995
-121.13702078731346,42.86642874571731,33.32677272
-121.14047084190936,42.86638379073608,56.348427
-121.14005485724145,42.866388131304184,12.8444886
-121.13870902407433,42.8664021634706,40.79068372
-121.13791375872108,42.866410447414886,42.1916024
-121.13765682679012,42.866413122529245,55.095146119999995
-121.14032385027198,42.866376321191886,54.074804879999995
-121.13967540362228,42.86638308580991,29.0846466
-121.13950411580325,42.8663848720477,26.486221320000002
-121.13857426746242,42.8663945640828,51.78149772
-121.13677574414972,42.86641328806847,36.988190159999995
-121.13633528928742,42.86641786902245,31.279528560000003
-121.14088647929248,42.866361445205605,34.379922359999995
-121.13991992702384,42.86637153188492,11.91273004
-121.1393081849114,42.86637791144177,30.15748128
-121.13902678349538,42.866380844888084,63.78937212
-121.13662875290576,42.86640581355455,6.8307088799999995
-121.13962611740628,42.86636559280816,33.55643152
-121.13954047352264,42.86636648592201,31.08267816
-121.13934471606461,42.86636852707308,27.0341216
-121.13883085267305,42.86637388342629,47.85433224
-121.13818240587949,42.866380639185664,45.223098560000004
-121.14106965455854,42.86634152566903,42.78543444
-121.14092283656781,42.866343058619634,41.4042008
-121.13976052720626,42.86635518751657,35.20997488
-121.13928336848831,42.86636016316884,29.24212692
-121.13809658876494,42.86637252947435,47.66404352
-121.13736249796614,42.866380172283975,8.786089519999999
-121.13728908887583,42.866380936293744,39.5833346
-121.13677522519056,42.86638628298138,33.14304568
-121.13623689170639,42.866391881681615,49.931103959999994
-121.14021304266286,42.8663414634094,59.29790216000001
-121.13946671768588,42.86634924801117,34.681759639999996
-121.1383166427468,42.86636123397634,51.17454232
-121.13749690819736,42.86636976977658,18.940289319999998
-121.1371420976474,42.86637346247002,33.76640528
-121.1364691809655,42.86638046269005,29.19619516
-121.14032298264142,42.86633131273954,63.22506764
-121.14011499049418,42.866333482940206,39.36679916
-121.1395154836315,42.866339736009806,31.017061360000003
-121.13908726436625,42.866344200474565,61.614175200000005
-121.13870798439167,42.86634815331351,70.31168204000001
-121.13799836365797,42.86635554541241,59.07480504
-121.13742332603681,42.86636153218167,13.415354760000001
-121.13876898529499,42.86633851415482,52.519686719999996
-121.13728856968262,42.86635393120829,19.65551244
-121.13694599405912,42.866357495933634,39.22900388
-121.13637095631259,42.86636347716554,8.25459344
-121.13973536378383,42.86631943596281,19.176509799999998
-121.13860975914965,42.86633116980065,51.01050032
-121.1384384714488,42.866332954368396,7.2670606
-121.13792460828422,42.86633830646067,65.53149816
-121.13787566893036,42.8663388160577,59.307744680000006
